date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:09:58	14207/14207	---M--	200	added ('OK')	text/html	date:Mon,%2020%20Jan%202020%2006:46:01%20GMT	https://a1cocopeats.com/index.html	E:/front-end-projects/seeds%20project/a1cocopeats.com/index.html	(from https://a1cocopeats.com/product.html)
13:09:58	16062/16062	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Jan%202020%2022:39:19%20GMT	https://a1cocopeats.com/img/logo/logo.png	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/logo/logo.png	(from https://a1cocopeats.com/product.html)
13:09:58	16062/16062	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Jan%202020%2022:39:21%20GMT	https://a1cocopeats.com/img/logo/logo@2x.png	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/logo/logo@2x.png	(from https://a1cocopeats.com/product.html)
13:09:58	10697/10697	---M--	200	added ('OK')	text/html	date:Mon,%2020%20Jan%202020%2006:46:18%20GMT	https://a1cocopeats.com/about.html	E:/front-end-projects/seeds%20project/a1cocopeats.com/about.html	(from https://a1cocopeats.com/product.html)
13:09:59	7976/7976	---M--	200	added ('OK')	text/html	date:Mon,%2020%20Jan%202020%2006:46:39%20GMT	https://a1cocopeats.com/contact.html	E:/front-end-projects/seeds%20project/a1cocopeats.com/contact.html	(from https://a1cocopeats.com/product.html)
13:09:59	7743/7743	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Jan%202020%2022:39:25%20GMT	https://a1cocopeats.com/img/logo/logo-white.png	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/logo/logo-white.png	(from https://a1cocopeats.com/product.html)
13:09:59	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Dec%202023%2007:39:59%20GMT	https://a1cocopeats.com/img/bg/about.png	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/bg/about.png	(from https://a1cocopeats.com/product.html)
13:10:00	117277/117277	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Jan%202020%2012:57:54%20GMT	https://a1cocopeats.com/img/about/2.jpg	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/about/2.jpg	(from https://a1cocopeats.com/product.html)
13:10:00	11646/11646	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Jan%202020%2008:58:32%20GMT	https://a1cocopeats.com/img/shape/why-shape.png	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/shape/why-shape.png	(from https://a1cocopeats.com/product.html)
13:10:01	3854/3854	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Jan%202020%2013:03:04%20GMT	https://a1cocopeats.com/img/icon/4.png	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/icon/4.png	(from https://a1cocopeats.com/product.html)
13:10:01	1513/1513	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Jan%202020%2008:56:52%20GMT	https://a1cocopeats.com/img/shape/1.png	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/shape/1.png	(from https://a1cocopeats.com/product.html)
13:10:03	385676/385676	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Jan%202020%2012:49:42%20GMT	https://a1cocopeats.com/img/bg/bg15.jpg	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/bg/bg15.jpg	(from https://a1cocopeats.com/product.html)
13:10:03	80052/80052	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Jan%202020%2013:41:58%20GMT	https://a1cocopeats.com/img/product/1.png	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/product/1.png	(from https://a1cocopeats.com/product.html)
13:10:04	978303/978303	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Jan%202020%2013:09:34%20GMT	https://a1cocopeats.com/img/choose/2.png	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/choose/2.png	(from https://a1cocopeats.com/product.html)
13:10:04	81958/81958	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Jan%202020%2013:45:20%20GMT	https://a1cocopeats.com/img/product/2.png	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/product/2.png	(from https://a1cocopeats.com/product.html)
13:10:05	72406/72406	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Jan%202020%2013:44:48%20GMT	https://a1cocopeats.com/img/product/3.png	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/product/3.png	(from https://a1cocopeats.com/product.html)
13:10:08	119612/119612	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Jan%202020%2014:02:06%20GMT	https://a1cocopeats.com/img/gallery/gallery2.jpg	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/gallery/gallery2.jpg	(from https://a1cocopeats.com/product.html)
13:10:08	207482/207482	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Jan%202020%2014:01:42%20GMT	https://a1cocopeats.com/img/gallery/gallery1.jpg	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/gallery/gallery1.jpg	(from https://a1cocopeats.com/product.html)
13:10:08	325682/325682	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Jan%202020%2013:47:32%20GMT	https://a1cocopeats.com/img/product/4.png	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/product/4.png	(from https://a1cocopeats.com/product.html)
13:10:10	1000257/1000257	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Jan%202020%2013:53:42%20GMT	https://a1cocopeats.com/img/choose/3.png	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/choose/3.png	(from https://a1cocopeats.com/product.html)
13:10:10	232018/232018	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Jan%202020%2014:03:06%20GMT	https://a1cocopeats.com/img/gallery/gallery3.jpg	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/gallery/gallery3.jpg	(from https://a1cocopeats.com/product.html)
13:10:16	237282/237282	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Jan%202020%2014:03:30%20GMT	https://a1cocopeats.com/img/gallery/gallery4.jpg	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/gallery/gallery4.jpg	(from https://a1cocopeats.com/product.html)
13:10:16	187484/187484	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Jan%202020%2014:04:34%20GMT	https://a1cocopeats.com/img/gallery/gallery5.jpg	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/gallery/gallery5.jpg	(from https://a1cocopeats.com/product.html)
13:10:21	203287/203287	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Jan%202020%2014:03:52%20GMT	https://a1cocopeats.com/img/gallery/gallery6.jpg	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/gallery/gallery6.jpg	(from https://a1cocopeats.com/product.html)
13:10:22	144527/144527	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Jan%202020%2014:07:28%20GMT	https://a1cocopeats.com/img/gallery/gallery7.jpg	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/gallery/gallery7.jpg	(from https://a1cocopeats.com/product.html)
13:10:25	158412/158412	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Jan%202020%2014:08:32%20GMT	https://a1cocopeats.com/img/gallery/gallery9.jpg	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/gallery/gallery9.jpg	(from https://a1cocopeats.com/product.html)
13:10:29	238777/238777	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Jan%202020%2014:07:54%20GMT	https://a1cocopeats.com/img/gallery/gallery8.jpg	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/gallery/gallery8.jpg	(from https://a1cocopeats.com/product.html)
13:10:32	110830/110830	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202020%2009:26:10%20GMT	https://a1cocopeats.com/img/bg/bg6.jpg	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/bg/bg6.jpg	(from https://a1cocopeats.com/product.html)
13:10:32	238629/238629	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Jan%202020%2014:09:18%20GMT	https://a1cocopeats.com/img/gallery/gallery10.jpg	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/gallery/gallery10.jpg	(from https://a1cocopeats.com/product.html)
13:10:33	7743/7743	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Jan%202020%2022:39:23%20GMT	https://a1cocopeats.com/img/logo/white.png	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/logo/white.png	(from https://a1cocopeats.com/product.html)
13:10:33	1333/1333	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Jan%202020%2008:59:52%20GMT	https://a1cocopeats.com/img/shape/f.png	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/shape/f.png	(from https://a1cocopeats.com/product.html)
13:10:33	8636/8636	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Jan%202020%2009:00:06%20GMT	https://a1cocopeats.com/js/modernizr-3.5.0.min.js	E:/front-end-projects/seeds%20project/a1cocopeats.com/js/modernizr-3.5.0.min.js	(from https://a1cocopeats.com/product.html)
13:10:34	324702/324702	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Jan%202020%2014:09:48%20GMT	https://a1cocopeats.com/img/gallery/gallery11.jpg	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/gallery/gallery11.jpg	(from https://a1cocopeats.com/product.html)
13:10:35	8044/8044	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Jan%202020%2009:00:12%20GMT	https://a1cocopeats.com/js/waypoints.min.js	E:/front-end-projects/seeds%20project/a1cocopeats.com/js/waypoints.min.js	(from https://a1cocopeats.com/product.html)
13:10:36	1067/1067	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Jan%202020%2009:00:14%20GMT	https://a1cocopeats.com/js/jquery.counterup.min.js	E:/front-end-projects/seeds%20project/a1cocopeats.com/js/jquery.counterup.min.js	(from https://a1cocopeats.com/product.html)
13:10:36	5369/5369	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Jan%202020%2009:00:32%20GMT	https://a1cocopeats.com/js/jquery.countdown.min.js	E:/front-end-projects/seeds%20project/a1cocopeats.com/js/jquery.countdown.min.js	(from https://a1cocopeats.com/product.html)
13:10:38	48944/48944	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Jan%202020%2009:00:34%20GMT	https://a1cocopeats.com/js/bootstrap.min.js	E:/front-end-projects/seeds%20project/a1cocopeats.com/js/bootstrap.min.js	(from https://a1cocopeats.com/product.html)
13:10:39	35503/35503	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Jan%202020%2009:00:38%20GMT	https://a1cocopeats.com/js/isotope.pkgd.min.js	E:/front-end-projects/seeds%20project/a1cocopeats.com/js/isotope.pkgd.min.js	(from https://a1cocopeats.com/product.html)
13:10:39	4019/4019	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Jan%202020%2009:00:42%20GMT	https://a1cocopeats.com/js/jquery.meanmenu.min.js	E:/front-end-projects/seeds%20project/a1cocopeats.com/js/jquery.meanmenu.min.js	(from https://a1cocopeats.com/product.html)
13:10:39	319708/319708	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Jan%202020%2014:10:38%20GMT	https://a1cocopeats.com/img/gallery/gallery12.jpg	E:/front-end-projects/seeds%20project/a1cocopeats.com/img/gallery/gallery12.jpg	(from https://a1cocopeats.com/product.html)
13:10:39	97163/97163	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Jan%202020%2009:00:08%20GMT	https://a1cocopeats.com/js/jquery-1.12.4.min.js	E:/front-end-projects/seeds%20project/a1cocopeats.com/js/jquery-1.12.4.min.js	(from https://a1cocopeats.com/product.html)
13:10:40	42766/42766	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Jan%202020%2009:00:36%20GMT	https://a1cocopeats.com/js/owl.carousel.min.js	E:/front-end-projects/seeds%20project/a1cocopeats.com/js/owl.carousel.min.js	(from https://a1cocopeats.com/product.html)
13:10:40	42863/42863	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Jan%202020%2009:00:44%20GMT	https://a1cocopeats.com/js/slick.min.js	E:/front-end-projects/seeds%20project/a1cocopeats.com/js/slick.min.js	(from https://a1cocopeats.com/product.html)
13:10:41	1253/1253	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Jan%202020%2009:00:48%20GMT	https://a1cocopeats.com/js/ajax-form.js	E:/front-end-projects/seeds%20project/a1cocopeats.com/js/ajax-form.js	(from https://a1cocopeats.com/product.html)
13:10:41	8415/8415	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Jan%202020%2009:00:50%20GMT	https://a1cocopeats.com/js/wow.min.js	E:/front-end-projects/seeds%20project/a1cocopeats.com/js/wow.min.js	(from https://a1cocopeats.com/product.html)
13:10:42	2035/2035	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Jan%202020%2009:00:52%20GMT	https://a1cocopeats.com/js/jquery.scrollUp.min.js	E:/front-end-projects/seeds%20project/a1cocopeats.com/js/jquery.scrollUp.min.js	(from https://a1cocopeats.com/product.html)
13:10:42	5594/5594	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Jan%202020%2009:00:54%20GMT	https://a1cocopeats.com/js/imagesloaded.pkgd.min.js	E:/front-end-projects/seeds%20project/a1cocopeats.com/js/imagesloaded.pkgd.min.js	(from https://a1cocopeats.com/product.html)
13:10:43	20216/20216	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Jan%202020%2009:00:56%20GMT	https://a1cocopeats.com/js/jquery.magnific-popup.min.js	E:/front-end-projects/seeds%20project/a1cocopeats.com/js/jquery.magnific-popup.min.js	(from https://a1cocopeats.com/product.html)
13:10:43	760/760	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Jan%202020%2009:01:00%20GMT	https://a1cocopeats.com/js/plugins.js	E:/front-end-projects/seeds%20project/a1cocopeats.com/js/plugins.js	(from https://a1cocopeats.com/product.html)
13:10:43	10482/10482	---M--	200	added ('OK')	application/javascript	date:Thu,%2009%20Jan%202020%2009:01:02%20GMT	https://a1cocopeats.com/js/main.js	E:/front-end-projects/seeds%20project/a1cocopeats.com/js/main.js	(from https://a1cocopeats.com/product.html)
13:10:44	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Dec%202023%2007:40:44%20GMT	https://a1cocopeats.com/css/owl.video.play.png	E:/front-end-projects/seeds%20project/a1cocopeats.com/css/owl.video.play.png	(from https://a1cocopeats.com/css/owl.carousel.min.css)
13:10:48	98620/98620	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2009%20Jan%202020%2009:09:04%20GMT	https://a1cocopeats.com/fonts/fa-brands-400.eot	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/fa-brands-400.eot	(from https://a1cocopeats.com/css/fontawesome-all.min.css)
13:10:48	98620/98620	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2009%20Jan%202020%2009:09:04%20GMT	https://a1cocopeats.com/fonts/fa-brands-400.eot?	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/fa-brands-400d41d.eot	(from https://a1cocopeats.com/css/fontawesome-all.min.css)
13:10:48	63712/63712	---M--	200	added ('OK')	font/woff	date:Thu,%2009%20Jan%202020%2009:09:28%20GMT	https://a1cocopeats.com/fonts/fa-brands-400.woff	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/fa-brands-400.woff	(from https://a1cocopeats.com/css/fontawesome-all.min.css)
13:10:49	54420/54420	---M--	200	added ('OK')	font/woff2	date:Thu,%2009%20Jan%202020%2009:09:18%20GMT	https://a1cocopeats.com/fonts/fa-brands-400.woff2	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/fa-brands-400.woff2	(from https://a1cocopeats.com/css/fontawesome-all.min.css)
13:10:50	31156/31156	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2009%20Jan%202020%2009:15:04%20GMT	https://a1cocopeats.com/fonts/fa-regular-400.eot	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/fa-regular-400.eot	(from https://a1cocopeats.com/css/fontawesome-all.min.css)
13:10:51	98384/98384	---M--	200	added ('OK')	font/ttf	date:Thu,%2009%20Jan%202020%2009:09:34%20GMT	https://a1cocopeats.com/fonts/fa-brands-400.ttf	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/fa-brands-400.ttf	(from https://a1cocopeats.com/css/fontawesome-all.min.css)
13:10:51	31156/31156	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2009%20Jan%202020%2009:15:04%20GMT	https://a1cocopeats.com/fonts/fa-regular-400.eot?	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/fa-regular-400d41d.eot	(from https://a1cocopeats.com/css/fontawesome-all.min.css)
13:10:51	12220/12220	---M--	200	added ('OK')	font/woff2	date:Thu,%2009%20Jan%202020%2009:15:10%20GMT	https://a1cocopeats.com/fonts/fa-regular-400.woff2	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/fa-regular-400.woff2	(from https://a1cocopeats.com/css/fontawesome-all.min.css)
13:10:52	14712/14712	---M--	200	added ('OK')	font/woff	date:Thu,%2009%20Jan%202020%2009:15:18%20GMT	https://a1cocopeats.com/fonts/fa-regular-400.woff	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/fa-regular-400.woff	(from https://a1cocopeats.com/css/fontawesome-all.min.css)
13:10:53	30928/30928	---M--	200	added ('OK')	font/ttf	date:Thu,%2009%20Jan%202020%2009:15:22%20GMT	https://a1cocopeats.com/fonts/fa-regular-400.ttf	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/fa-regular-400.ttf	(from https://a1cocopeats.com/css/fontawesome-all.min.css)
13:10:55	102152/102152	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2009%20Jan%202020%2009:15:40%20GMT	https://a1cocopeats.com/fonts/fa-solid-900.eot	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/fa-solid-900.eot	(from https://a1cocopeats.com/css/fontawesome-all.min.css)
13:10:56	107199/107199	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2009%20Jan%202020%2009:10:38%20GMT	https://a1cocopeats.com/fonts/fa-regular-400.svg	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/fa-regular-400.svg	(from https://a1cocopeats.com/css/fontawesome-all.min.css)
13:10:57	38784/38784	---M--	200	added ('OK')	font/woff2	date:Thu,%2009%20Jan%202020%2009:15:46%20GMT	https://a1cocopeats.com/fonts/fa-solid-900.woff2	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/fa-solid-900.woff2	(from https://a1cocopeats.com/css/fontawesome-all.min.css)
13:10:57	102152/102152	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2009%20Jan%202020%2009:15:40%20GMT	https://a1cocopeats.com/fonts/fa-solid-900.eot?	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/fa-solid-900d41d.eot	(from https://a1cocopeats.com/css/fontawesome-all.min.css)
13:10:58	48704/48704	---M--	200	added ('OK')	font/woff	date:Thu,%2009%20Jan%202020%2009:15:54%20GMT	https://a1cocopeats.com/fonts/fa-solid-900.woff	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/fa-solid-900.woff	(from https://a1cocopeats.com/css/fontawesome-all.min.css)
13:10:59	14258/14258	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2009%20Jan%202020%2009:16:58%20GMT	https://a1cocopeats.com/fonts/Flaticon.eot	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/Flaticon.eot	(from https://a1cocopeats.com/css/flaticon.css)
13:11:00	14258/14258	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2009%20Jan%202020%2009:16:58%20GMT	https://a1cocopeats.com/fonts/Flaticon.eot?	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/Flaticond41d.eot	(from https://a1cocopeats.com/css/flaticon.css)
13:11:01	8280/8280	---M--	200	added ('OK')	font/woff2	date:Thu,%2009%20Jan%202020%2009:17:06%20GMT	https://a1cocopeats.com/fonts/Flaticon.woff2	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/Flaticon.woff2	(from https://a1cocopeats.com/css/flaticon.css)
13:11:02	9688/9688	---M--	200	added ('OK')	font/woff	date:Thu,%2009%20Jan%202020%2009:17:12%20GMT	https://a1cocopeats.com/fonts/Flaticon.woff	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/Flaticon.woff	(from https://a1cocopeats.com/css/flaticon.css)
13:11:03	14080/14080	---M--	200	added ('OK')	font/ttf	date:Thu,%2009%20Jan%202020%2009:17:18%20GMT	https://a1cocopeats.com/fonts/Flaticon.ttf	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/Flaticon.ttf	(from https://a1cocopeats.com/css/flaticon.css)
13:11:03	101932/101932	---M--	200	added ('OK')	font/ttf	date:Thu,%2009%20Jan%202020%2009:16:04%20GMT	https://a1cocopeats.com/fonts/fa-solid-900.ttf	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/fa-solid-900.ttf	(from https://a1cocopeats.com/css/fontawesome-all.min.css)
13:11:05	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2009%20Jan%202020%2009:21:28%20GMT	https://a1cocopeats.com/fonts/dripicons-v2.eot	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/dripicons-v2.eot	(from https://a1cocopeats.com/css/dripicons.css)
13:11:06	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2009%20Jan%202020%2009:21:28%20GMT	https://a1cocopeats.com/fonts/dripicons-v2.eot?	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/dripicons-v2d41d.eot	(from https://a1cocopeats.com/css/dripicons.css)
13:11:06	97307/97307	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2009%20Jan%202020%2009:17:30%20GMT	https://a1cocopeats.com/fonts/Flaticon.svg	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/Flaticon.svg	(from https://a1cocopeats.com/css/flaticon.css)
13:11:07	26004/26004	---M--	200	added ('OK')	font/woff	date:Thu,%2009%20Jan%202020%2009:21:40%20GMT	https://a1cocopeats.com/fonts/dripicons-v2.woff	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/dripicons-v2.woff	(from https://a1cocopeats.com/css/dripicons.css)
13:11:07	507478/507478	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2009%20Jan%202020%2009:09:54%20GMT	https://a1cocopeats.com/fonts/fa-brands-400.svg	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/fa-brands-400.svg	(from https://a1cocopeats.com/css/fontawesome-all.min.css)
13:11:09	40348/40348	---M--	200	added ('OK')	font/ttf	date:Thu,%2009%20Jan%202020%2009:21:50%20GMT	https://a1cocopeats.com/fonts/dripicons-v2.ttf	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/dripicons-v2.ttf	(from https://a1cocopeats.com/css/dripicons.css)
13:11:10	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Dec%202023%2007:41:10%20GMT	https://a1cocopeats.com/fonts/themify.eot?-fvbane	E:/front-end-projects/seeds%20project/a1cocopeats.com/fonts/themify.5e9f24.delayed	(from https://a1cocopeats.com/css/themify-icons.css)
